comment
ドライバーだと稼げる感じではないため
なし
乗る側にはやさしいが乗せる側は、無料労働を強いられるため。
限定的な利用時間帯
面倒くさい、待ち時間長い
AM3時までしか使えないのは惜しい。
品質や安全性など安定していないと思うから
謝礼を全く払わない人にも星５つをつけるのはおかしいと思います。０円ライダーのせいでドライバーがいなくなると思います。３０分ドライブして社内で楽しく会話して謝礼０円だった時のショックがわかりますか？こんな経験をするともうやめようと思います。今は圧倒的にライダーが有利なシステムです。もっとドライバーを続けようと思わせる仕組みを作らないと長続きしないと思います。
アプリの完成度が低い。アップデートの度に不具合が増える。UIの完成度が低い。サポートの品質が低い。
なし
特になし
小遣い稼ぎ・白タク行為と勘違いされる
タクシーはたくさん通っているところなら、すぐつかまえられるけど、少し待つ時間があるのですぐに乗りたい時には不向き。たまに変なドライバーさんがいる。
クルーのマップ⁈が遠回りの案内になる
範囲が狭い
ドライバーは損しかしない
ガス代が少々かかる
運営側からの１月はサービス中止、２月からサービス再開等の連絡は来るが、肝心のどこがどうなったのか端的にまとめ、詳細はサイトで確認する。逆に、今後エリアをどうして行くかなどの連絡は無い。元々ボランティアの一環だが、だからこその連絡が必要である。それがない会社の運営などは、薦められない。実際、自分も12月からの一連による現状の連絡がされていないので、参加はしていない。
乗れない場所が多いから
法的にグレーな部分がある
話しかけても乗る人の疲れ具体で話が弾まない時がある
感謝料0円の人が多い
女性一人だと少し身構えたり緊張するため。
ドライバーの負担がおおきすぎるから
稼ぎになるか微妙なため
なかなか捕まらない
ライダーのマナーが悪い
マッチングと待ち合わせ、到着後の操作がやや煩雑
金額が低い
？
乗車可能かどうか不安定
利用エリアが遠い
SNSの広告に夜間走る点は記載されていなかったような記憶があるため。
ドライバーに対して顔写真や個人情報の提供を義務付けているのにライダーに対してはクレジットカード情報の提出しか義務付けていない点が全く以ってフェアではない。そもそもサービスの使い方を理解しているライダーが少ないように感じる。例えば、自分でドライバーを呼んでいるのに、呼んだ場所で待っていない、電話にも出ない、など。また、乗車手数料が運営ではなくドライバーに支払われていると勘違いしているライダーが多数いる。ライド中の会話で、クルーの仕組みきちんと理解していますか？と質問しても完璧に答えられる人がまずいない状況です。ライダーに対してもっと利用の説明を徹底していただきたいです。今の状況のままでは紹介したくないです。クルーのコンセプトである互助の精神が成り立っていないです。
ドライブの楽しさよりタダで乗りたがる一般人の為に出す自分の出費が大きい 
時間に余裕がある時でないと使えない
ドライバーは金銭が目的の場合は全く見合わないので、おすすめできない。
やはり都内の限定されたエリアのみは人が限定される
車を持っている人がいない
乗車範囲がかぎられてる
捕まらないことがある
運営の改善意欲がない。悪質なライダーが居る。それを評価で反映出来ないシステムになっている。（ドライバーからの評価が先）持ち出しになるのが多い。
車の走行距離が増える。下取りに影響あり。
夜間のみの活動だから
出会い目的のドライバーさんがいる
あまり稼げない
特になし
燃費を下回る場合がある
全く身も知らずの人の車に乗るということ。
謝礼システムは理解しているけど、お客様によっては低い場合が多い。ガソリン代などの必要経費は請求していいとのことから、車検代金も含め請求してほしい。そしたらドライバーとして働けば、車検代くらい帰ってくるということで活動しやすくなる。
夜しか稼働できない、特に深夜。
ドライバーとしての立場　感謝としての謝礼を払わないライダーが多すぎる。それでも高評価になるシステムは、改善する必要がある。
どんな車とマッチングするか分からず。来る車をを選べない。
金銭報酬額や稼働率等の営利目的を優先順位に置く友人には絶対薦めません。
アプリの不安定さ、QRコード紹介の不具合が解消されない。需要と供給のバランスが悪く乗れないことが多い。終了時間が午前3時で中途半端。
ドライブ待ちエリアが狭く、エリアまでの往復時間が負担に感じる。
エリア限定・お金の目的ではないですが、お客様？からいただく費用の最低限のラインもなく、安すぎ。
ドライバーとしては、利益はそれ程期待出来ない
クルーが提唱している趣旨と明らかに合ってないライダーさんが多い、システム自体も不合理なところがある、ドライバーとしては薦めできない
批判がある
時間が限られている
手軽でない、領収書もらえない
まだまだ普及しそうに無い
ドライバーの質が以前より下がっている為（乗られる方から最近言われます）
乗る側はすすめるが乗せる側はハードルや好み環境が大きく左右されるのでおすすめはしないです。
友人や知人を乗せる訳ではないので、注意が必要。
利用ユーザーの質のばらつきが多いから
つかまりにくくなる
金額面に関して、どうしても明確性がないため、知っている人に教えてもらわないと気持ちよく利用できないから。
ドライバーをするならやめたほうがいい
酔っている人にはお勧めできない
なし
Androidアプリで車の位置が動かず、どちらから来るか分かりづらい
車を大事にして切る人には不向き
範囲が狭い
満足できる、謝礼金を頂くことは少なく、また、嘔吐されてしまうリスクや、コミュニケーションを必要としないライダーもいるため。
載せる側として）私の車の燃費が悪いので、謝礼が無い時点で赤字になります。その割には、ライダーさんはタクシー（お客と運転手の関係）だと思って乗車されている方が多いと感じました。あと、面識のない方の命をお預かりするわけで、思ったより気軽にドライバーができませんでした。。
CREWの制度は、ドライバー側ばかりにリスクが多く、損をする事が多い為。フェアでない。
収益性が皆無なのでドライブ好きで尚且つ自車を手荒に使われても構わないと言う人でない限り勧められない。
マッチング頻度に不安がある
なかなかマッチしない時がある
白タクだと笑われることがある、利用可能時間が短い
お金目的が動機の場合期待に添えない（労力に対する対価としてはとても低い）
特に無い
無料で乗る人がいる。横柄な人が多い。呼んでも来るとは限らない。
ドライバーさんが一般人なので女性は怖いかもしれないので。
待ち時間が多い
ドライバーとしては必ずしも稼げるわけではないです。
ドライバーとしてはお勧めできません。質の悪いライダーさんが多い。
車がまるでつかまらない。意味がない
都内からしか利用できないから、まだみんなには勧められない
同僚は、副業ではないが勘繰られたくないので、会社関連の同僚には進めていません。
20時以降しか使えない
ドライバーとしておすすめでいない理由は大変疲れること、稼げないこと、車の老朽化が早くなることです。
運営の乱雑さ
マッチ率が低い。
なかなか乗れない
一部モラルのないライダーにストレスを感じることがあるから
ライダーの質の低さ、使いづらさ
い
ライダーが上あら目線
ドライバーの呼び出しがめちゃくちゃ遅い場合がある(アプリ、システム上の機能性が微妙)
乗車可能地域、乗車可能時間が限定的すぎる
特になし
タクシーとは違うから
特殊な経験をしたからだと思うが、出費（ガソリン代）が大きすぎて大変だったから
距離に関係なく行きの分しかガソリン代が出ない。
ドライバーの素性がしれない
一番利用したい平日の夜に車が少ない。特に金曜日の夜。
特にないがまだあまり知られてないのが現状のため、「白タク」呼ばわりされかねないこと。
ドライバーになるのはおすすめできない
まだアプリのシステムが上手くいっていないと思われる箇所が何点かあり、またドライバーの数がまだ少ないためなかなか乗れないこともある。
予約しなければ参加できない点
特になし
嫌なことが多かった
時間指定がある、出発地点が限定されている。
素人の方がドライバーさんのため、タクシーよりも安心感の保証は低い。
たまに変なドライバーがいる
謝礼が少ない事が多く、実感として残念な気持ちになることがあるから。
ドライバー側の改善要望にまったく応えていないため。どこまで共有しているのか不透明
不快
ただの道具として利用してほしくない。
エリア内に家がある、もしくは車通勤でなければ大変なことが多いかも。
ライダーの方の態度が悪い事が多い。
仕事・家庭が忙しいと20時以降なので、なかなかドライブできない。
需要・供給調整で、事前に、ライドする日を決めなくてはいけなくて、自由度が低い。思いついた時に、できない。
乗せる側としては悩む部分が多い
礼儀がなってない人もいる
安全面に少し不安がある
初乗車、不安だったので頑張って起きてました…
Uberの様に事前に値段が確定しないので当たり外れが大きい。また、まだシステムが世の中に浸透していないのでライダーが少ない。
まだまだシステムとして確立されていない
身の安全
どんな人がドライバーか分からないので、当たり外れはあると思う
タクシーと同じ感覚で使うと、ドライバーによってムラがあるので、よく感じてもらえないかも。
謝礼という非礼な人が多いので
ないです。絶対勧めています！
ライダー側としてはお勧めできるが、ドライバー側としてはお勧めできない。理由としては、ドライバーをやる事での対価が低い事、また謝礼といった部分も非常に流動的なものなのでドライバーになる事に関しては慎重に考えた方が良い。
謝礼に対する乗り手のマナー
一度ドライバーの運転に恐怖を覚えたことがある
接続が悪いときがある
手数料が少し高いと感じる
自分がドライバーしてるのをあまり知られたくないから
CREWドライバーの立場がないと感じるから。
特にない
割りに合わない
特になし
公共交通機関より高い運転技術を求められ、一方的な評価をされるため。よほどの暇人だと軽蔑されるため。
なかなか車両が捕まらない
信頼関係を失ったから
迎えに来るまでに時間がかかる、使いたいときにマッチしないときもある
エリア制限。最近導入された割引システムがどう反映されているかがわかりにくい。
謝礼が低く、赤字の場合あり。さらに酔っ払いの場合、感謝の気持ちは感じられないときがあること！
ドライバーとしてはリスクが高過ぎる。嫌な思いをする事が多々ある
もしかしたらマナーの悪いドライバーもいるかも知れないから
アプリの動作が不安定
営業時間
謝礼がゼロや少ないと感じることが何回もありシステムに問題があると思う。評価は謝礼にも紐付けるべき。
&lt;ドライバーとして&gt;副業としてやるのであれば、稼働時間相応の対価を得られるとは限らないから。&lt;ライダーとして&gt;おすすめできない理由はない。
遠距離は利用しにくい。近距離ならタクシーの方が早い。
ドライバーのメリットはあまり多くない印象
都内からしか乗れない。
お金にならない。ガソリン代が不平等。
ライダーが増えるにはいいが乗せる側が増えるのは嫌だ。
報酬をもらう以上、サービス業の精神が必要。ドアを開けてあげるまでのホスピタリティーの必要性に疑問
ライダーの質が悪すぎる
ライダーとしてなら、多少勧められるものの、ドライバーとしては、全く勧められない。運営側に、自動車を所有し、それを動かすという事をわかっている人が皆無である事。ガソリン代渡せばそれでいいなんて、おおよそ大人が考えることではない。更には、自分達の手数料の詳細を隠すかの様な決済画面、あからさまに、ライダーにポイントを使わさせないようにしているとしか思えない、もはや悪質極まりないポイント使用方法など、挙げたらキリがない上、担当者に、いくら言っても「共有します」と言うだけなので、改善する気もないんでしょう？こんなアンケートなんか、やる意味ない
ライダーさんからの気持ちが伝わらない時がある
お礼が本当に0円の人がいるそのような人乗せる意味がありません。乗る前からあらかじめ金額を提示してほしい
なし
時間の余裕が必要。 ちょっとしたお小遣いにしかならない。 ボランティア感覚で貢献するぐらいの気持ちが必要。
すぐ乗ることは約束できないから
時間が遅い
ドライバーの顔が写真だとよく見えないから少し不安。
安全性が心配
運営の受け答えが小学生レベル。社内で共有しますと返答しながら共有できたことがない。万が一のときの対応が期待できない。
特になし。
特に無し
ドライバーとしては最近、謝礼0円や200円以下のライダーさんの割合が多く費やした時間に対して割に合わないため。
乗せる側は得がないので、勧める理由も相手もいない。
ドライバーとしての利用については、現状の経済と法令を背景にした禁止事項について、十分な説明と理解を要する
特になし
副業が禁止されている会社なので、副業と誤解される可能性があるため、同僚には勧めづらい。
運転手によってはよく分からず低評価をつけるから
どうしてもドライバーのコミュニケーション能力には大きな幅が出やすいため、当たりハズレがある点。
理由と言うより相手によります。
割に合わない
警戒される
ドライバーをやっている事はあまり知られたくないから。
拘束時間が長い
ドライバーとしてはイライラすることも多い
捕まらない事が多い
ドライバー側は
ドライバーの素性・運転技術がしっかり分からない。
マナーの悪いライダーもいる。また、赤字となりうる。
『御礼』の心が全く無い人が見受けられ、夜中暇してるお金持ちの友人にしかススメられない。
時間は安定しない。捕まるかどうかもなんとも言えない
ドライバーによってサービスの質が違う。たまに不快な会話（相手は不快と感じていない内容）がある
謝礼が低い
タイヤが減ったり走行距離が伸びるなどの車の傷みや、警察から職務質問を受けたり交通違反で捕まるリスクと謝礼額を比べると割に合わない為
一歩間違えれば白タク行為になってしまう。入金される燃料費が実際にかかった費用よりも安く計算されている。
法的リスク
特になし
最近ライダーの質が悪い
時間と労力をかけているが態度の悪いライダーもいる
時給換算すると、そんなにワリが良いわけではない
疲れるだけで、楽しくない事も多い。全くマッチングしない時がある。
車内臭にバラツキがあるかもしれない
特にない
仕事として見返り(金銭)求めると裏切られた気持ちになる場合がある。又講習会の開催案内が不親切。いまだに自分は行けていない。
事故等が起きた際の対応が心配
乗るエリアが限られる。グレード制度で距離が25kmでは自宅に到着できない。
乗る側のメリットは大きいが、乗せる側にとってはまだ魅力を感じられないから。
［ライダー側との温度差］安いタクシーのつもりで乗って「急いで欲しい」など要望を言ったり、完全にこちらを下に見下してる感がありおすすめは出来ない。こっち的には「だったら高い料金を払ってタクシーを使ってくれ」と思います。
値段がわからない
ちょっと安全面での不安
運営 パートナー ドライバーの関係、バランスが悪い。何かあった時割りを食うのはパートナー
特にない
アプリの仕様や不具合の解消等、もう少し良くなればオススメ度10になるかなと…
謝礼というシステムで、拘束時間に対する正当な対価が得られない場合がある。
利用時間が限られており、必ず使えるとは限らない
可能な時間帯が夜～早朝のみな為
割に合わな過ぎるから。
今のオペレーションや謝礼の考え方だと不満が残ると思う。
支払い画面の操作が若干難しく感じる。ドライバーさんとコミュニケーションを取りながら操作をするには少し煩雑。
待ち時間が正確でない。
今までと違う感覚なので、緊張する人は緊張しそうだから
ドライバーは副業に適さないと思うからです。
酔っ払いの対応が大変な場合がある。睡眠時間を削ること
場所・時間によるが台数が少ない
女性が1人で使うのはあまりお勧めしません(安全面で)
使いたいときに使えない。謎の制限で使えないことがあった。
利用できる時間が限られてる
特になし
シェアライドはまだまだ認知されていないことから怪しまれるから
男性ドライバーが多いので女性1人で乗るにはすすめにくい。
ドライバーとしての満足度がない
怪しいと思われる
千葉近郊に友人が多いので、検索対象外となるため。
ドライバーの位置が申請前に見れない
儲からない。
時間帯によって待ち時間が長い。
特になし
面識のない人が運転するので。
安定した収入には繋がらない為。
謝礼がゼロという人が多すぎる。迎えにいくのも、帰り道もガソリン代出ないので赤字になる。馬鹿げている。
ライダーによって謝礼金額に差がある
支払れる金額が不明。また、支払われる金額が分かってから、評価できる形になっていない
時間帯と場所が限られていること
ライダー品質が極端に低下しており、CREWドライバーのメリットが少なく、友人に勧める魅力が無い。
ドライバーはやる気搾取なので、なることはオススメしない。
私は目的があるので参加していますが、ドライバー側のメリットが少なく、CREWについて説明しても理解してもらえそうな知人・友人がいないため。
コードを使って紹介しても何も入ってこない、言ってることと違うから
捕まりにくい。時間と体力とガソリンを浪費するだけでドライバーやればやるほど赤字。
時間に見合う報酬ばかり得られない
特になし
利用できるエリアや時間帯に制限がある。
乗車エリア範囲
台数が少なく捕まらないことが多い
ただ、使われるだけでドライブを楽しめないから
気を使う点
都心部だけの限定区域
待ち時間、優遇政策はやりすぎると初心者の定着を妨げる可能性
とくになし
ドライバーがただのボランティアで、ライダーからも運営からも、単なる消耗品として扱われていて、全くリスペクトされていない。
ドライバーとして謝礼金が¥0の時がそこそこあるから。
法律上仕方ないのでしょうが、感謝料ゼロがまかり通っており、それが良しとされている点です。
ナシ
金銭的なメリットが担保されない割に、リスクが大きいと思うから。
地域限定
謝礼の制度が曖昧、ドライバーの負担が大きい
お客様のマナーが悪い人がいる。態度が大へい。
謝礼が距離で決まっていないので、あまりオススメできません。
17-18時くらいから使えたら嬉しい
アプリの機能が不完全（特にAndroidで不具合が多い。）
タクシーとは違うので女性1人で乗るには少し不安
趣味の範囲だから
経費を持ち出してまで人を乗せてドライブしたいと思う人を知らないので。普段から一人でドライブしてるような人だったら勧めるを
イヤな思いをする事がある 「crewの精神」なるものを理解されない
特にございません
会話の部分で100%大丈夫とは言えないため。
時間が限られてる、台数が少ない
マイカーなので汚い車もある
地域が限定されている
基本的に善意で成り立っている点。
特にございません。
割りに合わない
アプリの不具合がありユーザビリティの面で良くない点がある
特になし
他タクシー会社も同様だと思うが金曜夜等はタクシーが捕まりにくい
横浜へ行くなどの長距離移動に対応していないので。
報酬が安い。
変な人がいる時もある、キャンセルされる
運転手によってお勧めできるできないが違うから
"コンセプトや合法性を保つ為の制度は理解しているつもりだが、。""ドライブを楽しむ""、""人の役に立つ""""だけでは勧めるまでには至らない。"
ドライバーにはあまりにメリットが少ないから
サービスの性質をきちんと理解していないライダーが多い
車種やドライバーを選べない
①ライドシェアの形ではあるものの、ドライバー側が方面を指定できない。（ドライバー側からもエリア単位くらいでオファーできると良い）②マニュアルが充実していない③移動に、フォーカスしているので乗ってみたい車を選べなかったり軽くドライブして出発地に戻る。ができない。
待つことがある
特になし
地域が限定されている
ライダーさんによって、お気持ちの差が大きすぎる。
稼げないし車が痛む。一方的にドライバーに不利な条件であること。①謝礼0でも何も言えない上に、評価は事実上5以外は付けられない。まったく評価が参考にならない。②運営の受け取る手数料が高すぎる、そして値上げしたことで、ドライバーへの謝礼もさらに抑えられている。③相手の情報が何もわからない。ドライブしている優しい人が誰かを目的他まで乗せてあげるという名目であれば、ライダーの性別年齢職業は最低でも開示すべき。悪質なライダーを駆逐し良質なライダーを増やすことに繋がり、ドライバーも希望者が増え市場の拡大につながる。④20時〜27時できっちり終了してしまうと、終了時間間際に自宅方向へのライダーを探せる率がさがり、1人で長い距離を走らざるを得ない状況が増える。ガソリンの消費と車の消耗が増える。⑤スタートの待機場所の指定は無意味。例えば恵比寿スタートでと指示があったとしても、自宅からは上野神田銀座新橋六本木を経由する。その途中でマッチングしてスタートしている場合がほとんど。⑥アプリの出来が酷い。頻繁に落ちるし起動しない。ライダー側のアプリの到着時間との乖離が大きすぎる。迎えに行く途中でライダーからチヤットでメッセージが来てもわからない。乗車リクエストが来ても画面が変わらず受けられない。ドライバー側のAndroidアプリの機能がiPhoneと違いすぎる。指摘しても改善されない。
報酬をもらわないと割に合わないから
クレカ決済のみのところかな？
タクシーを普段利用しない人以外はおすすめできない理由はない
謝礼なので0円の可能性もあり、ガソリン代込みでも赤字になる。
マナーのなっていないライダーがいる
どのような内容をメリットとして伝えて勧めればいいか分からない。
時間帯によってはなかなかマッチしない
折角乗せたのに謝礼0円の時、ショックあり。
システムが弱く、非常に使いにくい。問題点を指摘してもなかなか改善されず、現時点では親しい人物に紹介するのは難しい。
謝礼の¥0に毎回凹みますが、それに耐える気力が負担
他人に勧めるには何らかの対価がなければ無理だと思います。
ドライバーを守ることが全くできていないと思う
使えない時間・地域がある
運転する側は、手数料と、報酬額が安すぎて、タバコ代位にしか成らない
謝礼なしに乗せたがる人がいないから。
車がつかまらないから
女性１名の場合には勧めにくい
法的な問題を避けるため、30分運転して謝礼100円もOKにしているが、その負担を全てドライバーのみが被る仕組みなので。
事実上、相互評価がしっかり出来ない。
ライダーのお客様意識が高すぎる。そこまで求めるならタクシーに乗れば良いのに。
ドライバーとしては自分の車が痛む、消耗するのでよほどボロ車でなければドライバーとしては勧めない。ライダーは（無料の）タクシーだと思っている人も多くあまり印象もよくない。タクシーだと思ってるひとに限らずタクシーの３分の１以下の謝礼しかもらえないことがほとんど。時間帯も夜間だけ、場所も限定的で事前に時間帯登録が必要で融通がきかずやりにくい。アプリも使いずらい。
常識のないライダーがいる
設問が安易すぎる。第1問ではドライバーなのかライダーなのか聞いておいて、2問目以降はどのスタンスで回答すべきか指示が無い。それぞれの立場で勧めるかどうかも違う。
あ
謝礼がいまいちわかりにくい
運転手によって、運転が荒かったり、到着の時間が遅かったり、いい運転手と悪い運転手の差が激しすぎる
ライダーにとってはメリットがおおいがドライバーにはあまりメリットがないから
全然捕まらない
運営は、事実無根のドライバーの通報にも関わらず、一方的にライダーに利用停止処分を行うため。また、ライダーからの事実に基づく通報に対して、運営(※青山さんです)が誠実に対応しないため。
客の大半が酔っていて、車を傷つけられるなどすることが多々あるから
利用できる時間帯、場所が限られている
"（パートナー見地として）多くの希望者は""謝礼""から利益を生み出す方向性にシフトする中、パートナー側でその概算や稼働性に言及出来ない点。利益を上げる為の取り組みではないと規約に示されているものの、パートナーの理解度は低いと感じる。合わせて、ドライブが好きだからという理由でやるには目的が違い、その部分はパートナーのストレスになる。ドライブは自由意志に基づいて運転することでの発散なのに対し、パートナーは自由意志は低い。"
最近マッチングしづらい為
自分が違反をしてしまったり、事故を起こしてしまったから。時間帯だったり、距離や自動車のことを分かっていない人が多すぎるから。
迎えに行ったら定員より多かったり、謝礼が０円が今年の２月以降かなり増え、割りに合わない。２０キロ以上送迎して謝礼０円が頻発したり、待ち合わせ場所にいなく、３０分以上待たされたりします。謝礼の強要はお客さんにしませんが、クルーが最低限の保証するシステムが欲しい。ボランティアをして、ひたすら大切な車を消耗している気分です。
夜間しか使えない
配車がスムーズに行かないことが多い
マッチしてもキャンセルするドライバーがいる事と時間が短いこと
女性には安全面で確実に保証が出来ない
まったく乗車の無いときがある。泥酔者を乗せたことがある。
謝礼が確定できないため
時間が短い
夜しか稼働できないのと、稼働範囲が限定されているので。
アプリの操作に慣れるのに時間がかかる
危険性
呼んでも混み合ってて来ない
つかまらない時が多い
謝礼0場合、損をしない仕組みと謳ってるが、燃料費はお迎えに行く距離からでは無いし、実燃費とかけ離れている。また、燃料費のみを計算していることから車には燃料費以外掛かっていないという認識がそもそも間違っているため
曜日、時間帯によってはいつまでたってもドライバーが捕まらない
時間の制約が大きい（夜間、深夜しか活動できない）
車が少ない時がある
操作方法の手順が書かれた物がなく、はじめはどう使ったら良い分かりにくい
ある程度の距離までのドライブだとマッチング率が下がる。
(ドライバーとして)謝礼を支払わないつもりなら、せめて楽しい会話をしたい。乗車してすぐ寝られると、楽しいドライブでは無くただの無料タクシー
素人ドライバーなので、安全性は不明だから
万人向けではない気がする。どんな人がドライバーかわからないし。
ドライバーの数が少なくなかなか捕まらない
ドライバー側は不利なので教えたくない。
強いて言うなら、呼んでからの到着時間が読みづらい。
安全面で不安
ドライバーとしては「稼ぎたい」と思っている人には勧められない
なかなか、ドライバーさんがつかまらない時もある。
出発地が限られている。拾えない場合がある。
中々すぐに配車されない
酔っている方の対応が慣れている必要があると思う
ドライバーとしては、あまりメリットがない。ドライブを楽しむというよりは、ライダーの利用目的が、安いハイヤー的に使っている方がほとんど。ライダーは安く使えるのでメリットはある。
パートナーとして利用：善意で成り立っているサービスであり、それを理解していないライダーが多く、経費が赤字になるケースが多々あり、精神的ダメージも大きい。
100パーセント安全とはいえない
特になし
ちょっと怖い
ドライバーをするには、時間の余裕が必要で、ライダーによっては使った費用さえ回収できない可能性があるので、寂しいか、車の運転が好き過ぎる人以外には、勧める理由が見当たらない
ドライバーの環境・待遇が悪すぎです。
乗せる側の謝礼金があまりにも少なすぎて見合った金額とはとても思えない
混雑していて、呼ぶのに時間がかかる場合がある
クレジットカードの登録
あ
0ではないが乗る人のマナー問題
ドライバー(パートナー)への参加は正直今のライダーへのCREWの趣旨が伝わってないようで、趣味で走るのが好きな人や自分の様な人助けが好きな人なら可能ですが…現状ではドライバーへはお勧めしません
非常式な方が多く 嫌な思いをするリスクがある
ライドに対する不満。クルーの会社に対する不信感。
時間帯によって全くドライバーが見つからない。苦情を言われることもある。
乗せる側（ドライバー）はアルバイトより儲からない、ライダーのマナー等の問題からあまりおすすめできません。
プライバシー面
謝礼が安い
目的が異なる場合
時給に換算すると1000円にも満たない。
特になし
まだ1回しか使用していないので、安心面が保証できない。
金曜日などは捕まりにくい。運転が荒い人もいる。
万が一があった際に自己責任になってしまうため
時間的な問題と趣味で運転の好きな方であれば良いと思いますが、ガス代 拘束時間を考えると あまり魅力を感じない為
マッチしない場合がある
まだまだ日本においては謝礼（チップ）を出す文化は育っておらず、ドライバーとして悲しい思いをすることが多いため。
ドライバーの品質担保が希薄※特に女性は抵抗ある
使いたいときにつかまらない。
知らない人の車に乗ることは、少なからず抵抗があるから。
事故やトラブルに遭ったら申し訳ないから。
話しかけられたり、道を間違える
友人がドライバーと車内機器破損トラブルを起こしてしまったと聞いたため。
特に何もありません
乗車地域が限られている
タクシーの様に均一に教育を受けているわけではないので個人差がある
運転手さんとの気持ちの良いコミュニケーションも重要なので、酔っ払い状態では微妙かも
女性の場合だと、男性ドライバーと二人きりになるので心から安心できないから
ドライバーから低い評価をつけられた時のその自由が開示されない。そもそもなかなか配車されない。
昔はすぐにマッチングし、5、10分で迎えに来ていただけたが、最近はマッチングしても20分近くなる場合もあるので急いでいる場合は勧められない
利用地域と時間の制限、またアプリの不安定さ。
ドライバーが中々やる気にならないシステム。
なかなか捕まらない
海外のUberでのトラブル事例が念頭にある人などに薦めると嫌悪感を示されることがある。
面倒
マッチングに時間がかかる時があること
車の台数が少なくマッチしにくい
ドライバーの信頼低下に繋がるアプリやシステムの不具合を報告しても改善がないこと、ライダーさんに気持ちのいい方がどんどん減っていること。
やはり少し怖い
運営の返信遅い
変な人がたまにいる、気を使わなくちゃいけない
ドライバーを選べない
特にない
時間があいたときにドライバーをしたいのが本音。事前に登録しておくのは、仕事の都合で難しい。残業などで予定の時間に入れないから。「今夜、ドライバーできるな」というときには参加できないのは不便。
特になし
ドライバーの評価が嘘が多く評判悪くされてるのとログインが何回もできなくなってるからです
怖い
ドライバーによっては、何もしていなくてもマイナス評価を付けられることがある
システムを説明するのが難しい
場所や時間により手配しづらい
とくにありません
混みすぎて、なかなか利用することができない
アプリにバグが多い
ドライバーからの身の危険を感じたため
CrewDriverは勧めない。Crewは乗るもの。
