Created at,UserId,Inbound/Outbound,Conversation ID,driver_distinguish,user_register_date,driver_register_date,ride_count,drive_count,days_to_question_since_registered,days_to_question_since_driver_registed,質問月
2019/06/23,48072,Inbound,22566524695,1,05/09,05/10,0,61,45,44,6
2019/06/23,46646,Inbound,22566874454,1,04/30,05/01,1,7,54,53,6
2019/06/23,53608,Inbound,22566982931,1,06/15,06/15,0,11,8,8,6
2019/06/23,50799,Inbound,22567023988,1,05/26,05/26,0,27,28,28,6
2019/06/23,51103,Inbound,22567213485,1,05/29,05/29,0,30,25,25,6
2019/06/23,51786,Inbound,22567313645,1,06/03,06/03,0,22,20,20,6
2019/06/23,45141,Inbound,22567853380,1,04/20,04/21,0,71,64,63,6
2019/06/23,38089,Inbound,22567915666,1,03/04,03/04,0,290,111,111,6
2019/06/23,54069,Inbound,22568770589,1,06/18,06/18,0,0,5,5,6
2019/06/23,22238,Inbound,22569734015,1,11/02,11/02,0,71,233,233,6
2019/06/23,51895,Inbound,22570236856,1,06/03,06/03,0,11,20,20,6
2019/06/23,53591,Inbound,22571022953,1,06/15,06/15,0,1,8,8,6
2019/06/23,53591,Inbound,22571038948,1,06/15,06/15,0,1,8,8,6
2019/06/23,38230,Inbound,22571115877,1,03/05,03/05,0,194,110,110,6
2019/06/23,51895,Inbound,22571133957,1,06/03,06/03,0,11,20,20,6
2019/06/23,38089,Inbound,22571167491,1,03/04,03/04,0,290,111,111,6
2019/06/23,43415,Inbound,22571281330,1,04/07,04/07,5,49,77,77,6
2019/06/23,7819,Inbound,22571288240,1,12/06,12/06,0,352,564,564,6
2019/06/23,46761,Inbound,22571300554,1,04/30,04/30,0,79,54,54,6
2019/06/23,50332,Inbound,22571461687,1,05/23,05/23,0,0,31,31,6
2019/06/23,50340,Inbound,22571540841,1,05/23,05/23,0,31,31,31,6
2019/06/23,46779,Inbound,22571557702,1,05/01,05/01,0,59,53,53,6
2019/06/23,51895,Inbound,22571991101,1,06/03,06/03,0,11,20,20,6
2019/06/23,22474,Inbound,22572081338,1,11/04,11/04,0,14,231,231,6
2019/06/23,44733,Inbound,22572129177,1,04/17,04/17,0,11,67,67,6
2019/06/23,52197,Inbound,22572145471,1,06/05,06/05,3,14,18,18,6
2019/06/23,3557,Inbound,22572151134,1,07/09,01/05,10,697,714,534,6
2019/06/23,29992,Inbound,22572313723,1,12/20,03/20,0,120,185,95,6
2019/06/23,50799,Inbound,22572375488,1,05/26,05/26,0,27,28,28,6
2019/06/23,50870,Inbound,22572433446,1,05/27,05/27,0,40,27,27,6
2019/06/23,47033,Inbound,22572489774,1,05/02,05/03,0,125,52,51,6
2019/06/23,44733,Inbound,22572522366,1,04/17,04/17,0,11,67,67,6
2019/06/23,44411,Inbound,22572599056,1,04/14,04/14,0,51,70,70,6
2019/06/23,50799,Inbound,22573055347,1,05/26,05/26,0,27,28,28,6
2019/06/23,39576,Inbound,22573107152,1,03/13,03/13,0,31,102,102,6
2019/06/23,50174,Inbound,22573129852,1,05/21,05/22,0,2,33,32,6
2019/06/23,46761,Inbound,22573236812,1,04/30,04/30,0,79,54,54,6
2019/06/23,23693,Inbound,22573271016,1,11/15,11/15,0,0,220,220,6
2019/06/24,29992,Inbound,22573480160,1,12/20,03/20,0,120,186,96,6
2019/06/24,48072,Inbound,22573483810,1,05/09,05/10,0,61,46,45,6
2019/06/24,52197,Inbound,22573523575,1,06/05,06/05,3,14,19,19,6
2019/06/24,50799,Inbound,22573576067,1,05/26,05/26,0,27,29,29,6
2019/06/24,50340,Inbound,22573687803,1,05/23,05/23,0,31,32,32,6
2019/06/24,48117,Inbound,22573712020,1,05/09,05/12,0,12,46,43,6
2019/06/24,46761,Inbound,22573846632,1,04/30,04/30,0,79,55,55,6
2019/06/24,51903,Inbound,22573985348,1,06/03,06/03,0,15,21,21,6
2019/06/24,47033,Inbound,22574443392,1,05/02,05/03,0,125,53,52,6
2019/06/24,38089,Inbound,22574508547,1,03/04,03/04,0,290,112,112,6
2019/06/24,29992,Inbound,22574854708,1,12/20,03/20,0,120,186,96,6
2019/06/24,18586,Inbound,22574866130,1,09/22,09/22,15,905,275,275,6
2019/06/24,49186,Inbound,22574937561,1,05/16,05/16,0,218,39,39,6
2019/06/24,52373,Inbound,22575413694,1,06/07,06/10,0,1,17,14,6
2019/06/24,50174,Inbound,22575631686,1,05/21,05/22,0,2,34,33,6
2019/06/24,51986,Inbound,22577106176,1,06/04,06/04,0,13,20,20,6
2019/06/24,53806,Inbound,22577523128,1,06/16,06/16,0,4,8,8,6
2019/06/24,20398,Inbound,22577714670,1,10/15,10/16,5,70,252,251,6
2019/06/24,4648,Inbound,22577991766,1,09/11,09/11,0,0,651,651,6
2019/06/24,50887,Inbound,22578274424,1,05/27,06/09,0,0,28,15,6
2019/06/24,36998,Inbound,22578360733,1,02/25,02/26,0,176,119,118,6
2019/06/24,49617,Inbound,22579189296,1,05/18,05/18,0,24,37,37,6
2019/06/24,11414,Inbound,22579275508,1,03/18,03/18,9,299,463,463,6
2019/06/24,51103,Inbound,22579774427,1,05/29,05/29,0,30,26,26,6
2019/06/24,52897,Inbound,22580880445,1,06/10,06/10,0,7,14,14,6
2019/06/24,37228,Inbound,22581109598,1,02/27,02/27,0,448,117,117,6
2019/06/24,23324,Inbound,22581350244,1,11/12,11/17,4,129,224,219,6
2019/06/24,50799,Inbound,22581540242,1,05/26,05/26,0,27,29,29,6
2019/06/24,45143,Inbound,22581559284,1,04/20,04/21,0,57,65,64,6
2019/06/24,53903,Inbound,22582041551,1,06/17,06/19,0,2,7,5,6
2019/06/24,50870,Inbound,22582466054,1,05/27,05/27,0,40,28,28,6
2019/06/24,38230,Inbound,22582590063,1,03/05,03/05,0,194,111,111,6
2019/06/24,29992,Inbound,22582723649,1,12/20,03/20,0,120,186,96,6
2019/06/24,53284,Inbound,22582804900,1,06/13,06/13,0,3,11,11,6
2019/06/24,54375,Inbound,22582913563,1,06/20,06/20,0,6,4,4,6
2019/06/24,39576,Inbound,22583410465,1,03/13,03/13,0,31,103,103,6
2019/06/24,53144,Inbound,22583745173,1,06/12,06/12,0,6,12,12,6
2019/06/24,27889,Inbound,22583749987,1,12/11,12/11,0,117,195,195,6
2019/06/24,20391,Inbound,22584343340,1,10/15,12/22,39,0,252,184,6
2019/06/24,48072,Inbound,22584428539,1,05/09,05/10,0,61,46,45,6
2019/06/24,21366,Inbound,22584650985,1,10/25,11/26,2,461,242,210,6
2019/06/24,37228,Inbound,22585313717,1,02/27,02/27,0,448,117,117,6
2019/06/25,52197,Inbound,22585727173,1,06/05,06/05,3,14,20,20,6
2019/06/25,50086,Inbound,22585902210,1,05/21,05/22,0,114,35,34,6
2019/06/25,13337,Inbound,22585956190,1,06/02,06/08,2,352,388,382,6
2019/06/25,53980,Inbound,22586382832,1,06/17,06/17,0,5,8,8,6
2019/06/25,32019,Inbound,22587439752,1,12/27,03/26,0,120,180,91,6
2019/06/25,54375,Inbound,22587742852,1,06/20,06/20,0,6,5,5,6
2019/06/25,22238,Inbound,22587776330,1,11/02,11/02,0,71,235,235,6
2019/06/25,13337,Inbound,22588159489,1,06/02,06/08,2,352,388,382,6
2019/06/25,50086,Inbound,22588264982,1,05/21,05/22,0,114,35,34,6
2019/06/25,47033,Inbound,22588284555,1,05/02,05/03,0,125,54,53,6
2019/06/25,53144,Inbound,22588469781,1,06/12,06/12,0,6,13,13,6
2019/06/25,49186,Inbound,22588573383,1,05/16,05/16,0,218,40,40,6
2019/06/25,52019,Inbound,22588735078,1,06/04,06/05,0,23,21,20,6
2019/06/25,50458,Inbound,22589311086,1,05/24,05/24,0,47,32,32,6
2019/06/25,21959,Inbound,22594522471,1,10/30,11/01,20,5,238,236,6
2019/06/25,45141,Inbound,22595010015,1,04/20,04/21,0,71,66,65,6
2019/06/25,23693,Inbound,22596242245,1,11/15,11/15,0,0,222,222,6
2019/06/25,50463,Inbound,22598671284,1,05/24,05/25,0,44,32,31,6
2019/06/25,50086,Inbound,22598715233,1,05/21,05/22,0,114,35,34,6
2019/06/25,43733,Inbound,22598756043,1,04/10,04/10,0,0,76,76,6
2019/06/25,23324,Inbound,22598866309,1,11/12,11/17,4,129,225,220,6
2019/06/25,54393,Inbound,22598952856,1,06/20,06/21,0,2,5,4,6
2019/06/25,37966,Inbound,22599285037,1,03/03,03/05,2,12,114,112,6
2019/06/25,44741,Inbound,22599383861,1,04/17,04/18,0,55,69,68,6
2019/06/25,10255,Inbound,22599460391,1,02/11,06/03,0,0,499,22,6
2019/06/25,50086,Inbound,22600087966,1,05/21,05/22,0,114,35,34,6
2019/06/25,20057,Inbound,22600142554,1,10/12,10/12,1,111,256,256,6
2019/06/25,49934,Inbound,22600385129,1,05/20,05/21,0,18,36,35,6
2019/06/25,44861,Inbound,22600754924,1,04/18,04/21,8,90,68,65,6
2019/06/25,52197,Inbound,22600834723,1,06/05,06/05,3,14,20,20,6
2019/06/25,52197,Inbound,22601048076,1,06/05,06/05,3,14,20,20,6
2019/06/25,45141,Inbound,22601240071,1,04/20,04/21,0,71,66,65,6
2019/06/26,51384,Inbound,22601735886,1,05/31,06/01,0,37,26,25,6
2019/06/26,25211,Inbound,22601819704,1,11/27,12/04,0,338,211,204,6
2019/06/26,17901,Inbound,22601824949,1,09/14,09/15,13,68,285,284,6
2019/06/26,47383,Inbound,22601831836,1,05/05,05/06,0,13,52,51,6
2019/06/26,48117,Inbound,22602342577,1,05/09,05/12,0,12,48,45,6
2019/06/26,50086,Inbound,22604050629,1,05/21,05/22,0,114,36,35,6
2019/06/26,20398,Inbound,22604910951,1,10/15,10/16,5,70,254,253,6
2019/06/26,54182,Inbound,22605791910,1,06/18,06/18,0,7,8,8,6
2019/06/26,20398,Inbound,22607180722,1,10/15,10/16,5,70,254,253,6
2019/06/26,52373,Inbound,22607967096,1,06/07,06/10,0,1,19,16,6
2019/06/26,54393,Inbound,22609734768,1,06/20,06/21,0,2,6,5,6
2019/06/26,50086,Inbound,22611172656,1,05/21,05/22,0,114,36,35,6
2019/06/26,46945,Inbound,22611293918,1,05/02,05/02,0,0,55,55,6
2019/06/26,7324,Inbound,22611989440,1,11/23,11/23,1,1028,580,580,6
2019/06/26,20104,Inbound,22612129918,1,10/12,03/23,22,0,257,95,6
2019/06/26,54929,Inbound,22612647523,1,06/23,06/23,0,5,3,3,6
2019/06/26,20398,Inbound,22613136832,1,10/15,10/16,5,70,254,253,6
2019/06/26,48190,Inbound,22613636135,1,05/10,05/12,0,22,47,45,6
2019/06/26,54122,Inbound,22613885792,1,06/18,06/21,0,0,8,5,6
2019/06/26,17575,Inbound,22614060199,1,09/12,10/12,3,6,287,257,6
2019/06/26,38230,Inbound,22614464309,1,03/05,03/05,0,194,113,113,6
2019/06/26,44505,Inbound,22614774775,1,04/15,04/15,0,4,72,72,6
2019/06/26,48117,Inbound,22614869710,1,05/09,05/12,0,12,48,45,6
2019/06/26,43415,Inbound,22615428428,1,04/07,04/07,5,49,80,80,6
2019/06/26,44861,Inbound,22615635235,1,04/18,04/21,8,90,69,66,6
2019/06/26,9108,Inbound,22615639155,1,01/11,01/11,0,2,531,531,6
2019/06/26,38089,Inbound,22615641838,1,03/04,03/04,0,290,114,114,6
2019/06/26,44962,Inbound,22615659271,1,04/19,04/21,0,0,68,66,6
2019/06/26,44861,Inbound,22615739978,1,04/18,04/21,8,90,69,66,6
2019/06/26,53144,Inbound,22616176621,1,06/12,06/12,0,6,14,14,6
2019/06/26,14340,Inbound,22616177145,1,07/02,07/02,0,5,359,359,6
2019/06/26,4267,Inbound,22616252755,1,08/23,08/23,1,816,672,672,6
2019/06/26,44741,Inbound,22616286729,1,04/17,04/18,0,55,70,69,6
2019/06/26,14340,Inbound,22616346738,1,07/02,07/02,0,5,359,359,6
2019/06/26,46779,Inbound,22616408983,1,05/01,05/01,0,59,56,56,6
2019/06/26,46159,Inbound,22616460700,1,04/27,04/28,0,0,60,59,6
2019/06/26,54751,Inbound,22616687983,1,06/22,06/23,0,0,4,3,6
2019/06/26,49934,Inbound,22617424415,1,05/20,05/21,0,18,37,36,6
2019/06/26,54757,Inbound,22617533354,1,06/22,06/22,0,0,4,4,6
2019/06/26,33690,Inbound,22617993278,1,01/31,02/01,0,17,146,145,6
2019/06/26,18586,Inbound,22618086250,1,09/22,09/22,15,905,277,277,6
2019/06/26,44861,Inbound,22618304511,1,04/18,04/21,8,90,69,66,6
2019/06/26,48072,Inbound,22618736776,1,05/09,05/10,0,61,48,47,6
2019/06/27,39576,Inbound,22619161524,1,03/13,03/13,0,31,106,106,6
2019/06/27,50870,Inbound,22619447274,1,05/27,05/27,0,40,31,31,6
2019/06/27,25211,Inbound,22619819081,1,11/27,12/04,0,338,212,205,6
2019/06/27,52197,Inbound,22620096921,1,06/05,06/05,3,14,22,22,6
2019/06/27,46779,Inbound,22620124011,1,05/01,05/01,0,59,57,57,6
2019/06/27,54757,Inbound,22620228126,1,06/22,06/22,0,0,5,5,6
2019/06/27,47033,Inbound,22620234579,1,05/02,05/03,0,125,56,55,6
2019/06/27,27889,Inbound,22620324243,1,12/11,12/11,0,117,198,198,6
2019/06/27,32019,Inbound,22620507315,1,12/27,03/26,0,120,182,93,6
2019/06/27,46779,Inbound,22620567353,1,05/01,05/01,0,59,57,57,6
2019/06/27,18089,Inbound,22621107710,1,09/15,09/15,4,259,285,285,6
2019/06/27,50458,Inbound,22621197120,1,05/24,05/24,0,47,34,34,6
2019/06/27,50458,Inbound,22622832784,1,05/24,05/24,0,47,34,34,6
2019/06/27,50613,Inbound,22622902817,1,05/25,05/25,4,12,33,33,6
2019/06/27,25211,Inbound,22622926870,1,11/27,12/04,0,338,212,205,6
2019/06/27,54752,Inbound,22623181011,1,06/22,06/22,0,0,5,5,6
2019/06/27,50086,Inbound,22623233701,1,05/21,05/22,0,114,37,36,6
2019/06/27,54757,Inbound,22623436270,1,06/22,06/22,0,0,5,5,6
2019/06/27,15612,Inbound,22624760034,1,08/01,08/01,0,2,330,330,6
2019/06/27,48235,Inbound,22625638686,1,05/10,05/12,0,10,48,46,6
2019/06/27,20398,Inbound,22625781170,1,10/15,10/16,5,70,255,254,6
2019/06/27,51211,Inbound,22628070064,1,05/30,05/31,0,31,28,27,6
2019/06/27,26592,Inbound,22628209521,1,12/05,12/20,0,5,204,189,6
2019/06/27,7324,Inbound,22628998011,1,11/23,11/23,1,1028,581,581,6
2019/06/27,50086,Inbound,22629076458,1,05/21,05/22,0,114,37,36,6
2019/06/27,13465,Inbound,22629345348,1,06/07,06/08,0,15,385,384,6
2019/06/27,51267,Inbound,22630237727,1,05/30,05/31,0,0,28,27,6
2019/06/27,51246,Inbound,22630287553,1,05/30,05/30,0,5,28,28,6
2019/06/27,52869,Inbound,22630996135,1,06/10,06/10,0,10,17,17,6
2019/06/27,44741,Inbound,22631282237,1,04/17,04/18,0,55,71,70,6
2019/06/27,44861,Inbound,22631292097,1,04/18,04/21,8,90,70,67,6
2019/06/27,5662,Inbound,22631357745,1,10/11,10/11,0,245,624,624,6
2019/06/27,38230,Inbound,22631615647,1,03/05,03/05,0,194,114,114,6
2019/06/27,54515,Inbound,22631747530,1,06/21,06/24,0,0,6,3,6
2019/06/27,53810,Inbound,22631856242,1,06/16,06/18,0,2,11,9,6
2019/06/27,54929,Inbound,22631900033,1,06/23,06/23,0,5,4,4,6
2019/06/27,31804,Inbound,22631934935,1,12/27,02/17,0,92,182,130,6
2019/06/27,2278,Inbound,22631991420,1,04/06,11/25,1,0,812,214,6
2019/06/27,17967,Inbound,22632058201,1,09/14,09/17,2,214,286,283,6
2019/06/27,44861,Inbound,22632451403,1,04/18,04/21,8,90,70,67,6
2019/06/27,51779,Inbound,22632477137,1,06/03,06/18,0,5,24,9,6
2019/06/27,46779,Inbound,22632762495,1,05/01,05/01,0,59,57,57,6
2019/06/27,45325,Inbound,22633876668,1,04/21,04/21,0,82,67,67,6
2019/06/27,54515,Inbound,22633959219,1,06/21,06/24,0,0,6,3,6
2019/06/27,38089,Inbound,22634385577,1,03/04,03/04,0,290,115,115,6
2019/06/27,7324,Inbound,22634904514,1,11/23,11/23,1,1028,581,581,6
2019/06/27,52197,Inbound,22635288904,1,06/05,06/05,3,14,22,22,6
2019/06/27,50340,Inbound,22635376147,1,05/23,05/23,0,31,35,35,6
2019/06/27,22000,Inbound,22635383301,1,10/30,05/08,9,0,240,50,6
2019/06/27,54751,Inbound,22635407357,1,06/22,06/23,0,0,5,4,6
2019/06/27,45141,Inbound,22635441708,1,04/20,04/21,0,71,68,67,6
2019/06/28,30920,Inbound,22636375713,1,12/23,06/02,0,6,187,26,6
2019/06/28,53746,Inbound,22636598121,1,06/15,06/16,0,7,13,12,6
2019/06/28,4956,Inbound,22636713547,1,09/18,02/27,0,30,648,121,6
2019/06/28,48731,Inbound,22637152569,1,05/13,05/14,0,13,46,45,6
2019/06/28,18586,Inbound,22637249494,1,09/22,09/22,15,905,279,279,6
2019/06/28,46779,Inbound,22637524075,1,05/01,05/01,0,59,58,58,6
2019/06/28,21015,Inbound,22638029371,1,10/21,11/18,2,83,250,222,6
2019/06/28,9258,Inbound,22638398684,1,01/15,01/16,18,520,529,528,6
2019/06/28,46174,Inbound,22638891123,1,04/27,04/28,0,18,62,61,6
2019/06/28,13338,Inbound,22643355723,1,06/02,07/14,2,18,391,349,6
2019/06/28,8039,Inbound,22643411570,1,12/11,12/12,1,388,564,563,6
2019/06/28,51373,Inbound,22643472580,1,05/31,05/31,0,2,28,28,6
2019/06/28,44715,Inbound,22643533886,1,04/17,04/17,0,75,72,72,6
2019/06/28,28269,Inbound,22643945219,1,12/13,12/16,12,660,197,194,6
2019/06/28,50458,Inbound,22644339260,1,05/24,05/24,0,47,35,35,6
2019/06/28,18060,Inbound,22644361576,1,09/15,09/24,13,208,286,277,6
2019/06/28,37228,Inbound,22644383210,1,02/27,02/27,0,448,121,121,6
2019/06/28,48021,Inbound,22644602350,1,05/08,05/08,0,2,51,51,6
2019/06/28,49186,Inbound,22644611297,1,05/16,05/16,0,218,43,43,6
2019/06/28,48117,Inbound,22644783174,1,05/09,05/12,0,12,50,47,6
2019/06/28,23315,Inbound,22645127777,1,11/12,11/13,0,88,228,227,6
2019/06/28,51221,Inbound,22645236348,1,05/30,05/30,0,170,29,29,6
2019/06/28,17779,Inbound,22645292122,1,09/13,09/13,10,539,288,288,6
2019/06/28,20780,Inbound,22646312066,1,10/19,10/30,1,40,252,241,6
2019/06/28,54124,Inbound,22646899711,1,06/18,06/20,0,0,10,8,6
2019/06/28,11414,Inbound,22647385006,1,03/18,03/18,9,299,467,467,6
2019/06/28,38230,Inbound,22647392379,1,03/05,03/05,0,194,115,115,6
2019/06/28,44861,Inbound,22647416293,1,04/18,04/21,8,90,71,68,6
2019/06/28,37228,Inbound,22647423691,1,02/27,02/27,0,448,121,121,6
2019/06/28,48021,Inbound,22647481466,1,05/08,05/08,0,2,51,51,6
2019/06/28,54264,Inbound,22647615037,1,06/19,06/20,0,0,9,8,6
2019/06/28,44526,Inbound,22648006776,1,04/15,04/15,0,48,74,74,6
2019/06/28,50086,Inbound,22648013004,1,05/21,05/22,0,114,38,37,6
2019/06/28,20398,Inbound,22648194933,1,10/15,10/16,5,70,256,255,6
2019/06/28,45143,Inbound,22648215998,1,04/20,04/21,0,57,69,68,6
2019/06/28,49934,Inbound,22648234945,1,05/20,05/21,0,18,39,38,6
2019/06/28,44861,Inbound,22648349921,1,04/18,04/21,8,90,71,68,6
2019/06/28,49372,Inbound,22648451660,1,05/17,05/18,0,109,42,41,6
2019/06/28,53600,Inbound,22648651124,1,06/15,06/17,0,0,13,11,6
2019/06/28,16379,Inbound,22648693745,1,08/21,08/22,0,45,311,310,6
2019/06/28,53600,Inbound,22648734657,1,06/15,06/17,0,0,13,11,6
2019/06/28,27834,Inbound,22648742578,1,12/11,12/11,0,126,199,199,6
2019/06/28,53021,Inbound,22649079044,1,06/11,06/12,0,35,17,16,6
2019/06/28,44861,Inbound,22649377040,1,04/18,04/21,8,90,71,68,6
2019/06/28,45476,Inbound,22649600108,1,04/22,04/23,3,29,67,66,6
2019/06/28,38089,Inbound,22649603406,1,03/04,03/04,0,290,116,116,6
2019/06/28,27889,Inbound,22650771462,1,12/11,12/11,0,117,199,199,6
2019/06/29,36998,Inbound,22651272254,1,02/25,02/26,0,176,124,123,6
2019/06/29,54208,Inbound,22651332807,1,06/18,06/20,0,2,11,9,6
2019/06/29,18570,Inbound,22651565226,1,09/21,09/23,0,163,281,279,6
2019/06/29,52197,Inbound,22651594287,1,06/05,06/05,3,14,24,24,6
2019/06/29,48021,Inbound,22651684424,1,05/08,05/08,0,2,52,52,6
2019/06/29,50458,Inbound,22651706594,1,05/24,05/24,0,47,36,36,6
2019/06/29,35053,Inbound,22652366221,1,02/11,02/11,4,66,138,138,6
2019/06/29,25211,Inbound,22653665882,1,11/27,12/04,0,338,214,207,6
2019/06/29,54750,Inbound,22653966341,1,06/22,06/25,0,0,7,4,6
2019/06/29,26484,Inbound,22653969324,1,12/04,04/12,10,0,207,78,6
2019/06/29,37228,Inbound,22654092231,1,02/27,02/27,0,448,122,122,6
2019/06/29,45476,Inbound,22654101475,1,04/22,04/23,3,29,68,67,6
2019/06/29,37391,Inbound,22654497420,1,02/28,02/28,0,49,121,121,6
2019/06/29,29992,Inbound,22654634398,1,12/20,03/20,0,120,191,101,6
2019/06/29,45141,Inbound,22654686995,1,04/20,04/21,0,71,70,69,6
2019/06/29,49830,Inbound,22654705298,1,05/19,05/19,0,44,41,41,6
2019/06/29,54375,Inbound,22654734306,1,06/20,06/20,0,6,9,9,6
2019/06/29,53746,Inbound,22654934370,1,06/15,06/16,0,7,14,13,6
2019/06/29,49186,Inbound,22655299955,1,05/16,05/16,0,218,44,44,6
2019/06/29,7632,Inbound,22655935854,1,12/01,12/01,1,111,575,575,6
2019/06/29,38089,Inbound,22656110043,1,03/04,03/04,0,290,117,117,6
2019/06/29,54933,Inbound,22656860906,1,06/23,06/23,0,6,6,6,6
2019/06/29,49617,Inbound,22657773089,1,05/18,05/18,0,24,42,42,6
2019/06/29,41321,Inbound,22658309048,1,03/25,03/25,5,24,96,96,6
2019/06/29,10677,Inbound,22658390407,1,02/23,02/23,0,35,491,491,6
2019/06/29,15787,Inbound,22658861095,1,08/05,08/05,0,17,328,328,6
2019/06/29,18089,Inbound,22658972066,1,09/15,09/15,4,259,287,287,6
2019/06/29,53144,Inbound,22659153249,1,06/12,06/12,0,6,17,17,6
2019/06/29,12988,Inbound,22659507681,1,05/18,06/01,41,1,407,393,6
2019/06/29,1902,Inbound,22659528755,1,02/11,04/13,0,29,868,77,6
2019/06/29,54101,Inbound,22659825129,1,06/18,06/18,0,0,11,11,6
2019/06/29,38230,Inbound,22660196895,1,03/05,03/05,0,194,116,116,6
2019/06/29,54095,Inbound,22660246174,1,06/18,06/19,0,0,11,10,6
2019/06/29,51895,Inbound,22660269253,1,06/03,06/03,0,11,26,26,6
2019/06/29,42305,Inbound,22660717508,1,03/31,03/31,0,71,90,90,6
2019/06/29,28820,Inbound,22661138921,1,12/15,12/15,0,69,196,196,6
2019/06/29,42305,Inbound,22661895784,1,03/31,03/31,0,71,90,90,6
2019/06/29,50458,Inbound,22661961902,1,05/24,05/24,0,47,36,36,6
2019/06/29,37228,Inbound,22662015779,1,02/27,02/27,0,448,122,122,6
2019/06/29,54256,Inbound,22662088277,1,06/19,06/23,0,0,10,6,6
2019/06/29,52197,Inbound,22662682791,1,06/05,06/05,3,14,24,24,6
2019/06/29,12529,Inbound,22662748845,1,04/28,12/13,31,185,427,198,6
2019/06/29,54938,Inbound,22662911334,1,06/23,06/23,0,4,6,6,6
2019/06/29,53810,Inbound,22662969366,1,06/16,06/18,0,2,13,11,6
2019/06/29,50458,Inbound,22662973388,1,05/24,05/24,0,47,36,36,6
2019/06/29,51103,Inbound,22663078326,1,05/29,05/29,0,30,31,31,6
2019/06/29,38089,Inbound,22663165411,1,03/04,03/04,0,290,117,117,6
2019/06/29,48072,Inbound,22663388921,1,05/09,05/10,0,61,51,50,6
2019/06/29,9258,Inbound,22663457394,1,01/15,01/16,18,520,530,529,6
2019/06/29,19860,Inbound,22663467735,1,10/09,10/09,4,321,263,263,6
2019/06/30,48731,Inbound,22663919800,1,05/13,05/14,0,13,48,47,6
2019/06/30,46959,Inbound,22663942274,1,05/02,05/03,0,14,59,58,6
2019/06/30,33002,Inbound,22664186796,1,01/06,01/06,0,326,175,175,6
2019/06/30,37228,Inbound,22664238334,1,02/27,02/27,0,448,123,123,6
2019/06/30,47033,Inbound,22664265355,1,05/02,05/03,0,125,59,58,6
2019/06/30,48175,Inbound,22664298016,1,05/10,05/10,0,10,51,51,6
2019/06/30,54752,Inbound,22664313424,1,06/22,06/22,0,0,8,8,6
2019/06/30,48731,Inbound,22664559972,1,05/13,05/14,0,13,48,47,6
2019/06/30,53144,Inbound,22664717358,1,06/12,06/12,0,6,18,18,6
2019/06/30,52197,Inbound,22664775694,1,06/05,06/05,3,14,25,25,6
2019/06/30,25211,Inbound,22664907751,1,11/27,12/04,0,338,215,208,6
2019/06/30,9258,Inbound,22664916363,1,01/15,01/16,18,520,531,530,6
2019/06/30,49186,Inbound,22665037740,1,05/16,05/16,0,218,45,45,6
2019/06/30,49186,Inbound,22665565691,1,05/16,05/16,0,218,45,45,6
2019/06/30,17716,Inbound,22665854393,1,09/13,09/13,0,1,290,290,6
2019/06/30,20398,Inbound,22666838614,1,10/15,10/16,5,70,258,257,6
2019/06/30,53140,Inbound,22667073133,1,06/12,06/22,0,0,18,8,6
2019/06/30,20398,Inbound,22667393756,1,10/15,10/16,5,70,258,257,6
2019/06/30,18089,Inbound,22667438961,1,09/15,09/15,4,259,288,288,6
2019/06/30,49934,Inbound,22667505240,1,05/20,05/21,0,18,41,40,6
2019/06/30,33002,Inbound,22667547297,1,01/06,01/06,0,326,175,175,6
2019/06/30,37773,Inbound,22668319277,1,03/02,03/02,0,70,120,120,6
2019/06/30,28010,Inbound,22668416078,1,12/12,12/12,7,153,200,200,6
2019/06/30,45143,Inbound,22668496605,1,04/20,04/21,0,57,71,70,6
2019/06/30,38089,Inbound,22668542088,1,03/04,03/04,0,290,118,118,6
2019/06/30,28269,Inbound,22668868887,1,12/13,12/16,12,660,199,196,6
2019/06/30,29992,Inbound,22669109914,1,12/20,03/20,0,120,192,102,6
2019/06/30,49934,Inbound,22669229075,1,05/20,05/21,0,18,41,40,6
2019/06/30,27488,Inbound,22669375434,1,12/09,12/11,2,497,203,201,6
2019/06/30,53399,Inbound,22669495091,1,06/14,06/16,0,0,16,14,6
2019/06/30,53980,Inbound,22669514117,1,06/17,06/17,0,5,13,13,6
2019/06/30,36998,Inbound,22669682407,1,02/25,02/26,0,176,125,124,6
2019/06/30,49934,Inbound,22669688832,1,05/20,05/21,0,18,41,40,6
2019/06/30,13337,Inbound,22669735095,1,06/02,06/08,2,352,393,387,6
2019/06/30,53980,Inbound,22669942396,1,06/17,06/17,0,5,13,13,6
2019/06/30,44733,Inbound,22670017188,1,04/17,04/17,0,11,74,74,6
2019/06/30,24636,Inbound,22670065858,1,11/24,11/24,0,53,218,218,6
2019/06/30,10773,Inbound,22670092417,1,02/26,02/27,1,999,489,488,6
2019/06/30,3557,Inbound,22670295709,1,07/09,01/05,10,697,721,541,6
2019/06/30,50870,Inbound,22670442132,1,05/27,05/27,0,40,34,34,6
2019/06/30,50340,Inbound,22670559826,1,05/23,05/23,0,31,38,38,6
2019/06/30,52756,Inbound,22670607056,1,06/09,06/09,0,21,21,21,6
